Time [local],Min,10,20,30,40,50,60,70,80,90,Max,QueryRate,Queries,Load Factor
6/25/2023 23:18,1603,2485,2704,2857,3018,3188,3385,3612,3931,4612,32330,1036.95,62217,14.40891245
6/25/2023 23:19,1526,2484,2704,2871,3018,3188,3385,3612,3931,4612,29361,1008.883333,60533,13.67619063
6/25/2023 23:20,1591,2494,2718,2885,3033,3204,3402,3630,3971,4589,28614,1018.383333,61103,14.12001262
6/25/2023 23:21,1537,2452,2677,2857,3018,3188,3385,3630,3951,4612,21387,1024.616667,61477,14.27438048
6/25/2023 23:22,1588,2484,2704,2857,3018,3188,3385,3612,3931,4543,21995,1030.933333,61856,15.00794256
6/25/2023 23:23,1558,2490,2704,2871,3018,3188,3385,3630,3951,4589,36453,1017.366667,61042,14.45014776
6/25/2023 23:24,1554,2496,2718,2871,3033,3204,3402,3648,3951,4589,36545,1040.066667,62404,14.0076681
6/25/2023 23:25,1560,2487,2691,2857,3018,3172,3368,3612,3931,4566,25847,1036.9,62214,13.92363749
6/25/2023 23:26,1590,2470,2677,2843,3003,3172,3368,3612,3931,4589,34063,1067.283333,64037,14.55881956
6/25/2023 23:27,1577,2467,2691,2843,3003,3172,3351,3594,3912,4543,35060,1054.683333,63281,14.10872117
6/25/2023 23:28,1574,2463,2677,2843,3003,3172,3368,3612,3912,4520,24022,1033.316667,61999,14.90509939
6/25/2023 23:29,1589,2474,2691,2857,3018,3188,3368,3612,3931,4543,28956,1052.466667,63148,14.86007397
6/25/2023 23:30,1489,2486,2704,2871,3018,3188,3385,3630,3951,4566,38469,1046.8,62808,15.34735823
6/25/2023 23:31,1555,2475,2691,2857,3018,3188,3385,3630,3931,4566,35872,1004.466667,60268,13.37933464
6/25/2023 23:32,1567,2482,2704,2857,3018,3188,3385,3630,3931,4589,29073,1027.6,61656,14.75890943
6/25/2023 23:33,1607,2479,2704,2871,3018,3188,3385,3630,3951,4612,37222,1007.75,60465,13.74765002
6/25/2023 23:34,1590,2492,2704,2871,3018,3188,3385,3630,3931,4589,32674,1047.366667,62842,13.91595737
6/25/2023 23:35,1486,2449,2677,2843,3003,3172,3368,3594,3912,4543,35747,1016.366667,60982,13.83856509
6/25/2023 23:36,1557,2423,2651,2814,2973,3156,3335,3576,3892,4520,22463,1085.6,65136,15.2827229
6/25/2023 23:37,1545,2444,2651,2828,2973,3141,3335,3558,3854,4453,33419,1098.95,65937,14.57863071
6/25/2023 23:38,1537,2415,2625,2786,2944,3110,3301,3523,3834,4409,34574,1181.683333,70901,16.07907337
6/25/2023 23:39,1603,2413,2638,2800,2958,3125,3318,3540,3854,4453,54031,1123.35,67401,14.78275264
6/25/2023 23:40,1555,2451,2664,2828,2973,3141,3335,3558,3873,4498,37972,1081.4,64884,14.29870826
6/25/2023 23:41,1601,2463,2664,2828,2988,3141,3335,3576,3892,4520,33576,1058.95,63537,13.69974346
6/25/2023 23:42,1573,2451,2664,2814,2973,3141,3335,3558,3873,4453,21584,1098.333333,65900,14.44042594
6/25/2023 23:43,1526,2443,2664,2828,2973,3141,3335,3576,3892,4498,34975,1059.866667,63592,14.92690879
6/25/2023 23:44,1579,2463,2677,2843,2988,3156,3351,3594,3912,4543,33217,1077.55,64653,15.07876748
6/25/2023 23:45,1619,2452,2664,2828,2988,3156,3351,3594,3912,4520,29428,1091.783333,65507,15.34502494
6/25/2023 23:46,1521,2465,2677,2843,2988,3156,3351,3594,3892,4520,27475,1074.833333,64490,15.33787221
6/25/2023 23:47,1562,2470,2691,2843,3003,3172,3368,3594,3912,4566,29966,1074.7,64482,16.03825047
6/25/2023 23:48,1458,2492,2704,2871,3033,3188,3385,3630,3951,4612,25636,1021.166667,61270,14.25568173
6/25/2023 23:49,1549,2500,2718,2885,3033,3204,3402,3630,3951,4589,35161,990.7166667,59443,14.07645973
6/25/2023 23:50,1552,2498,2718,2871,3033,3204,3402,3630,3951,4589,54863,1001.55,60093,13.22670554
6/25/2023 23:51,1627,2481,2704,2857,3018,3188,3385,3630,3951,4612,21848,1035.333333,62120,14.508389
6/25/2023 23:52,1481,2499,2718,2885,3048,3204,3402,3648,3971,4635,24109,1002.35,60141,13.80601749
6/25/2023 23:53,1520,2498,2718,2885,3048,3204,3402,3648,3971,4589,24748,1000.883333,60053,15.08369401
6/25/2023 23:54,1609,2509,2718,2871,3033,3188,3368,3612,3912,4566,31618,1088.166667,65290,15.40014004
6/25/2023 23:55,1555,2509,2718,2871,3018,3172,3351,3576,3912,4543,33762,1111.85,66711,14.9575402
6/25/2023 23:56,1633,2509,2731,2885,3048,3220,3402,3648,3951,4543,36441,985.7666667,59146,14.36427918
6/25/2023 23:57,1642,2509,2731,2885,3048,3220,3419,3648,3951,4543,34643,970.65,58239,13.65671124
6/25/2023 23:58,1628,2497,2718,2885,3033,3204,3402,3648,3951,4589,35411,974.35,58461,13.9982558
6/25/2023 23:59,1530,2493,2718,2885,3048,3220,3419,3648,3951,4612,33602,977.2666667,58636,13.94793325
6/26/2023 0:00,1556,2496,2718,2885,3033,3204,3402,3648,3971,4589,54945,986.25,59175,14.87051741
6/26/2023 0:01,1644,2509,2718,2885,3048,3220,3419,3648,3971,4589,35074,978.0333333,58682,14.35415948
6/26/2023 0:02,1570,2499,2718,2871,3033,3188,3385,3612,3931,4589,21694,1080.433333,64826,15.57429168
6/26/2023 0:03,1596,2496,2718,2885,3033,3204,3402,3648,3971,4635,26921,1016.733333,61004,13.52862803
6/26/2023 0:04,1560,2509,2718,2900,3048,3220,3402,3648,3971,4612,32133,978.2833333,58697,13.15555082
6/26/2023 0:05,1610,2480,2704,2871,3033,3204,3402,3630,3951,4589,34893,1001.75,60105,13.30796113
6/26/2023 0:06,1578,2496,2704,2871,3018,3188,3368,3612,3912,4520,28024,1115.466667,66928,15.69723131
6/26/2023 0:07,1593,2482,2704,2857,3018,3172,3368,3612,3931,4612,34433,1103.416667,66205,15.31123015
6/26/2023 0:08,1474,2475,2704,2871,3018,3188,3385,3612,3931,4566,33741,1050.866667,63052,14.47934011
6/26/2023 0:09,1529,2498,2718,2885,3033,3204,3385,3630,3931,4566,37411,1017.016667,61021,14.92282857
6/26/2023 0:10,1580,2478,2691,2857,3003,3172,3351,3576,3873,4476,26726,1149.483333,68969,15.42757293
6/26/2023 0:11,1550,2489,2704,2871,3018,3188,3385,3612,3912,4589,35823,1083.483333,65009,14.84412009
6/26/2023 0:12,1486,2492,2704,2871,3018,3188,3385,3612,3931,4520,54585,1047.016667,62821,13.74197934
6/26/2023 0:13,1592,2473,2691,2857,3018,3172,3368,3612,3912,4543,23267,1080.633333,64838,15.20285549
6/26/2023 0:14,1553,2452,2664,2828,2988,3156,3335,3558,3873,4476,36308,1157.1,69426,15.88029811
6/26/2023 0:15,1531,2421,2651,2814,2973,3141,3335,3558,3854,4453,35813,1219.966667,73198,16.10415979
6/26/2023 0:16,1559,2433,2651,2814,2973,3141,3335,3558,3854,4431,26552,1212.966667,72778,16.55206631
6/26/2023 0:17,1525,2448,2664,2843,2988,3156,3351,3576,3873,4476,36990,1177.033333,70622,16.9272424
6/26/2023 0:18,1607,2462,2677,2843,2988,3141,3335,3558,3873,4498,30911,1201.466667,72088,15.87804845
6/26/2023 0:19,1543,2468,2677,2843,3003,3172,3351,3576,3892,4520,28344,1163.716667,69823,16.18444589
6/26/2023 0:20,1539,2479,2704,2857,3018,3188,3368,3594,3912,4520,22127,1151.233333,69074,15.04674632
6/26/2023 0:21,1523,2482,2691,2857,3003,3172,3351,3576,3892,4498,36047,1164.683333,69881,16.00701948
6/26/2023 0:22,1502,2468,2691,2857,3003,3172,3368,3594,3892,4498,36086,1105.566667,66334,14.98298822
6/26/2023 0:23,1607,2487,2704,2871,3033,3204,3385,3612,3931,4589,28323,1109.733333,66584,15.18373132
6/26/2023 0:24,1516,2471,2691,2871,3033,3188,3385,3612,3912,4520,30899,1105.933333,66356,15.55456522
6/26/2023 0:25,1479,2467,2691,2857,3018,3188,3368,3612,3912,4520,29558,1099.85,65991,15.91915644
6/26/2023 0:26,1450,2478,2691,2857,3018,3188,3368,3594,3892,4520,23073,1117.283333,67037,15.59556874
6/26/2023 0:27,1570,2485,2704,2885,3033,3204,3402,3630,3931,4566,30446,1125.383333,67523,15.27366646
6/26/2023 0:28,1541,2477,2691,2857,3018,3188,3368,3594,3912,4520,22390,1189.266667,71356,15.76230419
6/26/2023 0:29,1590,2489,2704,2871,3033,3188,3385,3594,3892,4520,36043,1153.35,69201,15.41106229
6/26/2023 0:30,1535,2469,2691,2843,3003,3172,3351,3594,3892,4476,42815,1163.666667,69820,16.49520377
6/26/2023 0:31,1559,2468,2691,2857,3018,3188,3385,3612,3912,4520,56987,1097.15,65829,14.51542647
6/26/2023 0:32,1575,2475,2691,2857,3018,3188,3385,3612,3912,4543,55014,1095.25,65715,15.95560319
6/26/2023 0:33,1538,2470,2691,2857,3018,3188,3385,3612,3912,4498,22050,1117.983333,67079,15.02109102
6/26/2023 0:34,1579,2472,2691,2857,3003,3172,3368,3594,3892,4476,39715,1142.916667,68575,14.64932706
6/26/2023 0:35,1602,2468,2691,2857,3018,3188,3368,3594,3892,4520,37377,1115.3,66918,14.57857751
6/26/2023 0:36,1589,2477,2691,2857,3018,3188,3368,3594,3892,4520,26210,1092.766667,65566,15.31727316
6/26/2023 0:37,1491,2476,2691,2857,3018,3188,3385,3612,3912,4543,33807,1072.95,64377,13.9313983
6/26/2023 0:38,1554,2457,2677,2843,3003,3172,3351,3576,3873,4476,27314,1078.35,64701,14.4219749
6/26/2023 0:39,1450,2480,2704,2871,3033,3188,3385,3612,3912,4520,34019,1036.066667,62164,13.91764395
6/26/2023 0:40,1568,2466,2691,2857,3018,3188,3385,3594,3912,4520,23080,1084.033333,65042,14.32429337
6/26/2023 0:41,1567,2473,2691,2857,3018,3188,3385,3612,3912,4498,35193,1099.95,65997,14.92889781
6/26/2023 0:42,1551,2439,2651,2828,2988,3156,3335,3558,3854,4453,35693,1185,71100,14.77409896
6/26/2023 0:43,1563,2406,2625,2800,2958,3141,3335,3558,3854,4431,26550,1195.066667,71704,16.08156875
6/26/2023 0:44,1456,2441,2651,2814,2973,3141,3318,3540,3854,4431,21990,1210.733333,72644,16.064604
6/26/2023 0:45,1457,2439,2651,2814,2973,3125,3318,3540,3854,4431,31510,1258.416667,75505,16.85447924
6/26/2023 0:46,1519,2450,2651,2814,2973,3125,3318,3540,3854,4431,36746,1230.183333,73811,16.94346544
6/26/2023 0:47,1554,2470,2677,2843,2988,3156,3335,3576,3873,4476,46416,1189.9,71394,16.76390379
6/26/2023 0:48,1592,2461,2677,2843,2988,3172,3351,3576,3892,4498,54472,1176.05,70563,16.29695257
6/26/2023 0:49,1620,2482,2691,2857,3018,3172,3368,3594,3912,4543,34863,1146.433333,68786,15.56793096
6/26/2023 0:50,1587,2470,2691,2857,3003,3172,3351,3576,3873,4476,35221,1147.983333,68879,15.35640226
6/26/2023 0:51,1567,2476,2691,2857,3018,3188,3385,3612,3912,4543,30529,1117.183333,67031,15.21594132
6/26/2023 0:52,1512,2485,2704,2871,3033,3188,3385,3612,3931,4566,36163,1114.416667,66865,15.15469935
6/26/2023 0:53,1530,2471,2691,2857,3018,3188,3385,3612,3912,4520,29811,1134.066667,68044,16.02937868
6/26/2023 0:54,1481,2472,2691,2857,3018,3188,3368,3594,3892,4498,29625,1172.35,70341,16.45782538
6/26/2023 0:55,1577,2462,2677,2843,3003,3172,3351,3576,3873,4453,22236,1185.183333,71111,15.68861901
6/26/2023 0:56,1432,2454,2677,2843,3003,3172,3351,3576,3892,4520,36671,1173.166667,70390,15.5579314
6/26/2023 0:57,1583,2457,2677,2843,3003,3172,3368,3576,3873,4476,29362,1187.2,71232,15.72836623
6/26/2023 0:58,1554,2473,2691,2857,3018,3188,3368,3594,3892,4520,34530,1140.166667,68410,15.90174087
6/26/2023 0:59,1577,2473,2704,2871,3018,3188,3385,3612,3912,4520,35445,1105.716667,66343,15.49171062
6/26/2023 1:00,1601,2485,2704,2871,3018,3188,3368,3594,3892,4498,34485,1111.216667,66673,16.20782066
6/26/2023 1:01,1594,2467,2691,2857,3018,3188,3385,3612,3931,4543,34195,1072.35,64341,15.08965891
6/26/2023 1:02,1564,2469,2691,2857,3003,3172,3368,3594,3892,4498,31875,1108.116667,66487,15.02318054
6/26/2023 1:03,1543,2478,2691,2857,3018,3188,3368,3594,3892,4476,31077,1103.6,66216,15.76475567
6/26/2023 1:04,1550,2494,2718,2871,3033,3204,3385,3612,3912,4520,21703,1127.033333,67622,15.06821138
6/26/2023 1:05,1522,2473,2691,2857,3018,3172,3368,3594,3912,4498,53781,1158.216667,69493,16.15935934
6/26/2023 1:06,1541,2474,2691,2857,3018,3188,3368,3594,3892,4476,28231,1176.933333,70616,16.52150921
6/26/2023 1:07,1568,2474,2691,2857,3003,3172,3368,3594,3912,4520,35134,1099.5,65970,14.93017777
6/26/2023 1:08,1623,2467,2677,2857,3003,3172,3368,3594,3912,4520,28684,1096.966667,65818,14.5705425
6/26/2023 1:09,1492,2463,2691,2857,3003,3172,3351,3594,3892,4476,57669,1097.633333,65858,15.39074196
6/26/2023 1:10,1586,2478,2691,2857,3003,3172,3368,3576,3873,4476,28666,1175.583333,70535,16.40295442
6/26/2023 1:11,1525,2495,2704,2871,3018,3188,3368,3594,3892,4498,23307,1173.483333,70409,15.82761806
6/26/2023 1:12,1594,2492,2704,2871,3033,3204,3385,3612,3912,4498,36676,1166.333333,69980,16.22308425
6/26/2023 1:13,1572,2488,2704,2857,3018,3188,3385,3594,3892,4498,35880,1175.983333,70559,15.92316564
6/26/2023 1:14,1501,2497,2718,2871,3033,3204,3385,3594,3892,4476,22667,1185.066667,71104,16.30409062
6/26/2023 1:15,1532,2486,2691,2857,3018,3188,3368,3576,3873,4453,31688,1202.283333,72137,17.66631517
6/26/2023 1:16,1633,2479,2691,2857,3018,3188,3385,3594,3892,4498,48365,1148.766667,68926,18.03256048
6/26/2023 1:17,1598,2497,2704,2871,3018,3188,3385,3612,3931,4543,36920,1110.75,66645,15.73053979
6/26/2023 1:18,1629,2496,2704,2871,3018,3188,3368,3594,3912,4543,33235,1177.9,70674,16.65284422
6/26/2023 1:19,1558,2496,2704,2857,3003,3172,3351,3594,3892,4520,35923,1225.183333,73511,16.2548981
6/26/2023 1:20,1638,2500,2718,2871,3033,3204,3385,3612,3912,4520,35896,1229.55,73773,16.57082995
6/26/2023 1:21,1619,2497,2704,2871,3033,3204,3385,3612,3912,4566,28509,1135.65,68139,15.24045418
6/26/2023 1:22,1585,2497,2704,2871,3033,3188,3385,3612,3912,4543,32893,1115.083333,66905,15.37609275
6/26/2023 1:23,1556,2492,2704,2871,3033,3204,3385,3630,3931,4566,35035,1134.783333,68087,16.15882328
6/26/2023 1:24,1610,2495,2704,2871,3018,3188,3385,3612,3912,4520,27697,1182.233333,70934,16.24341524
6/26/2023 1:25,1592,2496,2704,2871,3033,3204,3402,3630,3931,4566,28855,1139.033333,68342,16.32181416
6/26/2023 1:26,1520,2509,2718,2885,3033,3204,3402,3630,3931,4543,34329,1135.916667,68155,15.51897677
6/26/2023 1:27,1499,2498,2704,2871,3033,3204,3402,3630,3951,4612,33000,1162.283333,69737,17.25215607
6/26/2023 1:28,1423,2497,2704,2871,3033,3204,3402,3630,3951,4612,54045,1184.816667,71089,23.4464733
6/26/2023 1:29,1627,2490,2704,2857,3018,3188,3385,3612,3912,4543,25949,1197.316667,71839,23.97018506
6/26/2023 1:30,1470,2478,2691,2857,3003,3172,3368,3594,3892,4520,36437,1188.6,71316,18.32232843
6/26/2023 1:31,1610,2431,2651,2814,2973,3141,3335,3558,3873,4476,30869,1274.966667,76498,17.04193355
6/26/2023 1:32,1509,2487,2691,2857,3018,3172,3368,3594,3892,4476,34461,1245.933333,74756,16.81801643
6/26/2023 1:33,1549,2459,2664,2828,2988,3141,3335,3558,3854,4431,29205,1280.516667,76831,18.19798981
6/26/2023 1:34,1625,2461,2677,2828,2988,3156,3335,3576,3873,4498,35408,1206.766667,72406,15.99296613
6/26/2023 1:35,1508,2450,2664,2828,2973,3141,3335,3558,3854,4453,35186,1276.183333,76571,16.53291771
6/26/2023 1:36,1599,2474,2677,2828,2988,3156,3335,3576,3873,4453,23303,1237.75,74265,17.30671928
6/26/2023 1:37,1575,2442,2651,2814,2973,3141,3335,3558,3854,4453,34513,1271.75,76305,16.78595969
6/26/2023 1:38,1539,2472,2677,2843,3003,3156,3351,3576,3892,4498,53057,1249.266667,74956,16.39241149
6/26/2023 1:39,1590,2490,2704,2857,3018,3172,3368,3594,3892,4498,36171,1215.783333,72947,15.85504336
6/26/2023 1:40,1598,2471,2677,2843,3003,3172,3351,3594,3892,4520,37776,1177.583333,70655,15.74090772
6/26/2023 1:41,1631,2465,2664,2828,2988,3156,3351,3576,3873,4476,47702,1258.65,75519,17.67148864
6/26/2023 1:42,1588,2478,2677,2843,3003,3172,3368,3594,3912,4520,31023,1174.8,70488,17.26708586
6/26/2023 1:43,1651,2468,2677,2843,3003,3156,3351,3576,3892,4498,31773,1171.083333,70265,16.20566436
6/26/2023 1:44,1619,2461,2664,2828,2988,3156,3351,3576,3892,4520,49354,1195.05,71703,15.98519092
6/26/2023 1:45,1603,2479,2691,2857,3018,3188,3368,3612,3912,4543,30391,1196.55,71793,17.16514196
6/26/2023 1:46,1549,2509,2718,2871,3033,3204,3402,3630,3951,4612,32095,1138.283333,68297,17.89527355
6/26/2023 1:47,1603,2488,2691,2857,3018,3188,3385,3630,3951,4612,34341,1105.1,66306,16.73489362
6/26/2023 1:48,1545,2481,2691,2857,3003,3172,3368,3612,3931,4589,31916,1120.416667,67225,18.99465689
6/26/2023 1:49,1594,2509,2718,2885,3033,3204,3402,3648,3971,4612,37392,1124.75,67485,17.54562568
6/26/2023 1:50,1629,2509,2718,2871,3018,3188,3385,3630,3951,4589,21842,1123.266667,67396,16.65070475
6/26/2023 1:51,1489,2522,2718,2885,3048,3204,3402,3648,3971,4658,24430,1089.433333,65366,17.12181096
6/26/2023 1:52,1568,2534,2745,2914,3063,3236,3436,3684,4030,4752,32840,1045.333333,62720,18.12656545
6/26/2023 1:53,1674,2509,2718,2885,3033,3204,3402,3648,3971,4635,34767,1099.966667,65998,16.48958227
6/26/2023 1:54,1645,2509,2731,2900,3063,3236,3436,3684,4010,4704,37000,1069.683333,64181,19.7793573
6/26/2023 1:55,1592,2509,2731,2900,3063,3220,3419,3666,4010,4728,34077,1059.916667,63595,19.83452812
6/26/2023 1:56,1622,2509,2718,2871,3033,3204,3402,3648,3990,4681,21685,1069.55,64173,15.67993436
6/26/2023 1:57,1600,2573,2786,2958,3110,3301,3488,3759,4112,4823,38356,1072.866667,64372,18.83875802
6/26/2023 1:58,1604,2547,2759,2929,3079,3252,3453,3703,4010,4681,36348,1051.866667,63112,16.16369857
6/26/2023 1:59,1558,2560,2773,2929,3094,3252,3453,3703,4051,4728,33704,1013.233333,60794,15.78587623
6/26/2023 2:00,1549,2573,2773,2944,3110,3285,3470,3721,4071,4799,31796,986.85,59211,16.35127557
6/26/2023 2:01,1618,2534,2745,2914,3079,3252,3453,3703,4030,4728,22171,1022.2,61332,16.5414509
6/26/2023 2:02,1608,2522,2759,2929,3079,3252,3453,3684,4010,4658,23651,1041.6,62496,16.29292242
6/26/2023 2:03,1657,2469,2691,2871,3018,3188,3385,3630,3931,4566,32865,1076.566667,64594,15.55493858
6/26/2023 2:04,1566,2481,2704,2857,3018,3188,3368,3612,3931,4589,31685,1055.933333,63356,15.48829903
6/26/2023 2:05,1503,2467,2691,2843,3003,3172,3351,3594,3912,4543,28144,1080.933333,64856,14.77708485
6/26/2023 2:06,1595,2480,2691,2857,3003,3172,3368,3612,3912,4520,30640,1083.616667,65017,16.23568595
6/26/2023 2:07,1558,2457,2677,2843,3003,3172,3351,3594,3912,4543,34696,1086.633333,65198,15.68908294
6/26/2023 2:08,1583,2477,2691,2857,3018,3188,3385,3612,3931,4589,36895,1101.6,66096,15.68152375
6/26/2023 2:09,1503,2479,2691,2843,3003,3156,3351,3594,3912,4543,21814,1101.7,66102,14.45722323
6/26/2023 2:10,1498,2450,2664,2828,2988,3156,3351,3576,3892,4476,35346,1114.283333,66857,14.81406579
6/26/2023 2:11,1536,2472,2691,2857,3003,3172,3368,3612,3931,4566,23028,1096.4,65784,15.29527847
6/26/2023 2:12,1639,2458,2677,2843,2988,3156,3351,3594,3892,4498,53960,1127.833333,67670,14.92136414
6/26/2023 2:13,1549,2474,2677,2843,2988,3156,3351,3576,3873,4453,31446,1139.333333,68360,15.28688281
6/26/2023 2:14,1543,2476,2691,2843,3003,3156,3351,3576,3892,4498,32709,1129.566667,67774,15.35768452
6/26/2023 2:15,1589,2469,2677,2843,3003,3156,3351,3576,3912,4520,32650,1114.95,66897,15.49979001
6/26/2023 2:16,1628,2479,2691,2843,3003,3172,3351,3594,3912,4520,33694,1092.433333,65546,15.28344057
6/26/2023 2:17,1496,2491,2691,2857,3003,3156,3351,3594,3912,4543,31106,1116.15,66969,15.06184123
6/26/2023 2:18,1607,2483,2691,2843,3003,3172,3368,3612,3931,4543,24280,1123.5,67410,15.93695319
6/26/2023 2:19,1571,2496,2704,2857,3018,3188,3368,3612,3931,4543,28948,1106.15,66369,15.52168228
6/26/2023 2:20,1521,2485,2691,2857,3018,3188,3385,3612,3951,4566,36079,1122.133333,67328,15.54925288
6/26/2023 2:21,1510,2489,2704,2857,3003,3156,3335,3558,3873,4520,27083,1316.533333,78992,17.25718621
6/26/2023 2:22,1626,2509,2718,2871,3018,3188,3368,3612,3931,4543,36623,1170.15,70209,15.39449402
6/26/2023 2:23,1625,2509,2718,2885,3033,3204,3385,3612,3931,4520,33686,1092.966667,65578,14.85957297
6/26/2023 2:24,1618,2497,2704,2871,3033,3204,3385,3630,3931,4566,36087,1067.1,64026,14.6269939
6/26/2023 2:25,1600,2509,2718,2871,3033,3204,3385,3630,3951,4589,37869,1031.783333,61907,15.09274438
6/26/2023 2:26,1608,2500,2718,2871,3033,3204,3385,3612,3951,4589,34219,1093.166667,65590,15.42478279
6/26/2023 2:27,1598,2498,2718,2871,3018,3188,3368,3612,3931,4543,38518,1133.483333,68009,15.89239425
6/26/2023 2:28,1588,2487,2704,2857,3018,3172,3368,3612,3931,4543,36242,1100.916667,66055,15.49046094
6/26/2023 2:29,1585,2509,2718,2871,3018,3188,3368,3612,3931,4589,38649,1185.95,71157,15.95624582
6/26/2023 2:30,1647,2522,2731,2885,3033,3188,3385,3612,3931,4589,33920,1162.883333,69773,16.60602641
6/26/2023 2:31,1614,2509,2718,2871,3033,3204,3385,3630,3951,4566,34183,1087.083333,65225,15.30353944
6/26/2023 2:32,1600,2500,2704,2871,3018,3188,3368,3630,3951,4612,29425,1150.35,69021,16.52976182
6/26/2023 2:33,1638,2481,2691,2843,3003,3172,3368,3612,3931,4589,31230,1168.45,70107,16.6534663
6/26/2023 2:34,1626,2486,2691,2857,3003,3172,3368,3612,3931,4566,33281,1169.283333,70157,16.12621532
6/26/2023 2:35,1629,2494,2691,2857,3018,3188,3385,3630,3951,4589,33633,1150.783333,69047,15.42678344
6/26/2023 2:36,1560,2482,2691,2857,3003,3172,3368,3612,3931,4543,37129,1119.783333,67187,16.00408913
6/26/2023 2:37,1537,2497,2704,2857,3018,3188,3385,3612,3931,4589,33857,1161.1,69666,16.68616395
6/26/2023 2:38,1539,2482,2691,2857,3018,3172,3368,3612,3931,4612,36632,1209.65,72579,16.94186587
6/26/2023 2:39,1556,2493,2704,2857,3018,3188,3368,3612,3931,4589,34967,1241.25,74475,16.77228377
6/26/2023 2:40,1535,2497,2704,2857,3018,3172,3368,3594,3912,4566,29466,1193.85,71631,16.31287691
6/26/2023 2:41,1482,2509,2718,2871,3018,3188,3385,3630,3951,4566,35516,1193.533333,71612,15.98171824
6/26/2023 2:42,1597,2494,2704,2857,3003,3172,3351,3576,3892,4453,32251,1156.366667,69382,15.49292545
6/26/2023 2:43,1585,2497,2704,2857,3018,3172,3368,3612,3912,4566,35849,1124.783333,67487,16.23219611
6/26/2023 2:44,1567,2509,2718,2871,3018,3188,3385,3630,3931,4566,33078,1146.8,68808,16.95532708
6/26/2023 2:45,1491,2497,2704,2857,3003,3172,3368,3594,3912,4520,50240,1165.75,69945,17.39759418
6/26/2023 2:46,1611,2469,2677,2843,2988,3156,3351,3594,3912,4498,36304,1176.216667,70573,16.48015089
6/26/2023 2:47,1619,2484,2691,2857,3003,3172,3368,3594,3931,4543,22584,1174.6,70476,16.23792981
6/26/2023 2:48,1541,2509,2718,2871,3033,3188,3368,3612,3931,4589,36618,1198.716667,71923,17.1558466
6/26/2023 2:49,1506,2497,2704,2857,3018,3172,3368,3612,3931,4543,32964,1172.55,70353,15.99990393
6/26/2023 2:50,1570,2509,2718,2871,3018,3188,3385,3612,3931,4543,35508,1132.233333,67934,15.09728228
6/26/2023 2:51,1610,2509,2704,2871,3018,3188,3368,3612,3931,4566,54568,1174.683333,70481,16.45172089
6/26/2023 2:52,1450,2500,2704,2871,3018,3188,3385,3612,3931,4566,36170,1156.566667,69394,15.70407639
6/26/2023 2:53,1578,2494,2704,2871,3018,3188,3385,3630,3951,4589,36424,1171.116667,70267,15.74054714
6/26/2023 2:54,1544,2490,2704,2857,3018,3172,3368,3612,3931,4543,33147,1154.766667,69286,15.57219013
6/26/2023 2:55,1641,2497,2704,2871,3033,3204,3402,3648,3971,4635,35098,1188.183333,71291,17.5900192
6/26/2023 2:56,1549,2498,2718,2871,3033,3204,3402,3648,3971,4635,36104,1241.616667,74497,18.85166895
6/26/2023 2:57,1478,2499,2718,2871,3033,3204,3402,3630,3951,4589,46175,1263.25,75795,19.94508428
6/26/2023 2:58,1602,2484,2704,2857,3018,3188,3368,3612,3931,4589,54508,1217.566667,73054,16.32828069
6/26/2023 2:59,1615,2480,2691,2857,3003,3172,3351,3594,3912,4543,35704,1201.016667,72061,16.12392944
6/26/2023 3:00,1615,2470,2691,2843,3003,3172,3368,3594,3912,4566,54601,1225.766667,73546,17.58970003
6/26/2023 3:01,1591,2445,2664,2828,2973,3141,3335,3576,3892,4476,36994,1256.316667,75379,16.14673633
6/26/2023 3:02,1546,2447,2664,2828,2973,3141,3335,3576,3892,4520,36657,1291.1,77466,16.92636538
6/26/2023 3:03,1557,2424,2651,2814,2973,3125,3318,3558,3892,4520,31532,1298.35,77901,18.20994248
6/26/2023 3:04,1583,2408,2625,2786,2944,3110,3301,3523,3834,4453,54228,1397.733333,83864,18.79917211
6/26/2023 3:05,1608,2430,2651,2814,2973,3141,3335,3558,3873,4453,35378,1331,79860,16.5508076
6/26/2023 3:06,1528,2414,2638,2800,2958,3125,3318,3540,3854,4476,54640,1369.8,82188,18.01070081
6/26/2023 3:07,1393,2439,2651,2814,2973,3141,3318,3558,3873,4543,37196,1346.883333,80813,17.52552362
6/26/2023 3:08,1612,2471,2691,2843,3003,3156,3351,3576,3892,4498,35802,1301.283333,78077,17.01592024
6/26/2023 3:09,1556,2455,2677,2843,3003,3156,3351,3576,3892,4520,35786,1290.666667,77440,18.03178328
6/26/2023 3:10,1563,2435,2651,2814,2973,3141,3335,3576,3873,4498,35473,1372.383333,82343,17.82837307
6/26/2023 3:11,1570,2439,2651,2828,2973,3141,3335,3576,3892,4520,35596,1350.333333,81020,17.31966018
6/26/2023 3:12,1552,2440,2664,2828,2988,3156,3351,3594,3912,4543,35616,1293.216667,77593,16.77447169
6/26/2023 3:13,1533,2435,2664,2828,2988,3156,3351,3576,3892,4520,35229,1401,84060,17.77036466
6/26/2023 3:14,1455,2460,2677,2843,3003,3172,3351,3594,3912,4566,36556,1323.666667,79420,17.59781237
6/26/2023 3:15,1608,2439,2651,2814,2973,3141,3335,3576,3873,4498,96190,1344.066667,80644,18.76022978
